Season,Date,Transect,Plot_Name,L_R,Meter_no,COL_pres,T_F,Tag_ID,A_elegantissima,Phragmatopoma_californica,Chtalmus_Balanus,Bare_rock,Ralfsia_sp,Coralline_crust,Endocaldia_sp,P_polymerus,Ulva_sp
Spring,2024_06,CNM_6,CNM_6_C_5,R,8,YES,FALSE,0,1,0,0,1,1,0,0,0,0
Spring,2024_06,CNM_6,CNM_6_E_6,R,9,NO,TRUE,0,1,0,0,1,0,0,0,0,0
Spring,2024_06,CNM_6,CNM_6_C_6,L,9,YES,FALSE,0,1,0,0,1,1,0,0,0,0
Spring,2024_06,CNM_6,CNM_6_E_7,R,10,NO,TRUE,0,1,0,0,1,1,0,0,0,0
Spring,2024_06,CNM_6,CNM_6_C_7,L,10,YES,FALSE,0,1,0,0,1,0,0,0,0,0
Spring,2024_06,CNM_6,CNM_8_E_1,R,0,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_8,CNM_8_C_1,L,0,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_8,CNM_8_E_2,L,2,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_8,CNM_8_C_2,R,2,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_8,CNM_8_E_3,R,4,NO,TRUE,0,0,0,1,1,1,0,0,0,0
Spring,2024_06,CNM_8,CNM_8_C_3,L,4,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_8,CNM_8_E_4,R,6,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_8,CNM_8_C_4,L,6,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_8,CNM_8_E_5,L,7,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_8,CNM_8_C_5,R,7,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_8,CNM_8_E_6,R,8,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_8,CNM_8_C_6,L,8,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_8,CNM_8_E_7,R,10,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_8,CNM_8_C_7,L,10,YES,FALSE,0,0,0,1,1,0,0,0,0,0
