Season,Date,Transect,Plot_Name,L_R,Meter_no,COL_pres,T_F,Tag_ID,A_elegantissima,Phragmatopoma_californica,Chtalmus_Balanus,Bare_rock,Ralfsia_sp,Coralline_crust,Endocaldia_sp,P_polymerus,Ulva_sp
Winter,2024_02,CNM_2,CNM_2_E_6,R,8,Y,TRUE,0,0,0,0.5,0.5,0,0,0,0,0
Winter,2024_02,CNM_2,CNM_2_C_6,L,8,N,FALSE,0,0,0,0.5625,0,0.4375,0,0,0,0
Winter,2024_02,CNM_2,CNM_2_E_7,L,10,Y,TRUE,D025,0,0,0.0625,0.9375,0,0,0,0,0
Winter,2024_02,CNM_2,CNM_2_C_7,R,10,N,FALSE,0,0.125,0,0.25,0.625,0,0,0,0,0
Winter,2024_02,CNM_3,CNM_3_E_1,R,0,Y,TRUE,D062,0,0,0.3125,0.6875,0,0,0,0,0
Winter,2024_02,CNM_3,CNM_3_C_1,L,0,N,FALSE,0,0,0,0.6875,0.3125,0,0,0,0,0
Winter,2024_02,CNM_3,CNM_3_E_2,L,2,Y,TRUE,0,0,0,0.3125,0.6875,0,0,0,0,0
Winter,2024_02,CNM_3,CNM_3_C_2,R,2,N,FALSE,0,0,0,0.0625,0.6875,0.25,0,0,0,0
Winter,2024_02,CNM_3,CNM_3_E_3,R,4,Y,TRUE,0,0.0625,0,0.0625,0.875,0,0,0,0,0
Winter,2024_02,CNM_3,CNM_3_C_3,L,4,N,FALSE,0,0,0,0.6875,0.3135,0,0,0,0,0
Winter,2024_02,CNM_3,CNM_3_E_4,R,5,Y,TRUE,0,0,0,0.25,0.75,0,0,0,0,0
Winter,2024_02,CNM_3,CNM_3_C_4,L,5,N,FALSE,0,0,0,0.4375,0.5625,0,0,0,0,0
Winter,2024_02,CNM_3,CNM_3_E_5,R,6,Y,TRUE,0,0,0,0,1,0,0,0,0,0
Winter,2024_02,CNM_3,CNM_3_C_5,L,6,N,FALSE,0,0,0,0.5625,0.4375,0,0,0,0,0
Winter,2024_02,CNM_3,CNM_3_E_6,R,7,Y,TRUE,D047,0,0,0.375,0.625,0,0,0,0,0
Winter,2024_02,CNM_3,CNM_3_C_6,L,7,N,FALSE,0,0,0,0,1,0,0,0,0,0
Winter,2024_02,CNM_3,CNM_3_E_7,L,9,Y,TRUE,0,0,0,0.5625,0.4275,0,0,0,0,0
Winter,2024_02,CNM_3,CNM_3_C_7,R,9,N,FALSE,0,0,0,0.25,0.75,0,0,0,0,0
Winter,2024_02,CNM_4,CNM_4_E_1,R,1,Y,TRUE,D093,0,0,0.0625,0.9375,0,0,0,0,0
Winter,2024_02,CNM_4,CNM_4_C_1,L,1,N,FALSE,0,0,0,0.4375,0.5625,0,0,0,0,0
Winter,2024_02,CNM_4,CNM_4_E_2,R,2,Y,TRUE,0,0,0,0.375,0.625,0,0,0,0,0
Winter,2024_02,CNM_4,CNM_4_C_2,L,2,N,FALSE,0,0,0,0,0.5,0.5,0,0,0,0
Winter,2024_02,CNM_4,CNM_4_E_3,R,4,Y,TRUE,0,0,0,0.1428,0.875,0,0,0,0,0
Winter,2024_02,CNM_4,CNM_4_C_3,L,4,N,FALSE,0,0,0,0.3125,0.6875,0,0,0,0,0
Winter,2024_02,CNM_4,CNM_4_E_4,L,6,Y,TRUE,0,0,0,0.875,0.125,0,0,0,0,0
Winter,2024_02,CNM_4,CNM_4_C_4,R,6,N,FALSE,0,0,0,0.25,0.75,0,0,0,0,0
Winter,2024_02,CNM_4,CNM_4_E_5,L,7,Y,TRUE,D111,0,0,0.625,0.375,0,0,0,0,0
Winter,2024_02,CNM_4,CNM_4_C_5,R,7,N,FALSE,0,0,0,0.5,0.5,0,0,0,0,0
Winter,2024_02,CNM_4,CNM_4_E_6,R,8,Y,TRUE,0,0,0,0.375,0.625,0,0,0,0,0
Winter,2024_02,CNM_4,CNM_4_C_6,L,8,N,FALSE,0,0,0,0.1875,0.8125,0,0,0,0,0
Winter,2024_02,CNM_4,CNM_4_E_7,L,10,Y,TRUE,0,0,0,0.125,0.875,0,0,0,0,0
Winter,2024_02,CNM_4,CNM_4_C_7,R,10,N,FALSE,0,0,0,0.4545,0.6875,0,0,0,0,0
Winter,2024_02,CNM_5,CNM_5_E_1,R,1,Y,TRUE,0,0,0,0.3125,0.6875,0,0,0,0,0
Winter,2024_02,CNM_5,CNM_5_C_1,L,1,N,FALSE,0,0,0,0,1,0,0,0,0,0
Winter,2024_02,CNM_5,CNM_5_E_2,R,2,Y,TRUE,0,0,0,0,0.875,0.125,0,0,0,0
Winter,2024_02,CNM_5,CNM_5_C_2,L,2,N,FALSE,0,0,0,0.9375,0.125,0,0,0,0,0
Winter,2024_02,CNM_5,CNM_5_E_3,R,4,Y,TRUE,0,0,0,0.1875,0.6875,0.125,0,0,0,0
Winter,2024_02,CNM_5,CNM_5_C_3,L,4,Y,FALSE,0,0,0,0.125,0.875,0,0,0,0,0
Winter,2024_02,CNM_5,CNM_5_E_4,L,5,Y,TRUE,0,0,0,0.8125,0.1875,0,0,0,0,0
Winter,2024_02,CNM_5,CNM_5_C_4,R,5,N,FALSE,0,0,0,0,1,0,0,0,0,0
Winter,2024_02,CNM_5,CNM_5_E_5,L,6,Y,TRUE,D132,0,0,0.8125,0.1875,0,0,0,0,0
Winter,2024_02,CNM_5,CNM_5_C_5,R,6,N,FALSE,0,0,0,0,1,0,0,0,0,0
Winter,2024_02,CNM_5,CNM_5_E_6,R,8,Y,TRUE,0,0,0,0.6875,0.3125,0,0,0,0,0
Winter,2024_02,CNM_5,CNM_5_C_6,L,8,N,FALSE,0,0,0,0,0.9375,0.0625,0,0,0,0
Winter,2024_02,CNM_5,CNM_5_E_7,R,10,Y,TRUE,0,0,0,0,1,0,0,0,0,0
Winter,2024_02,CNM_5,CNM_5_C_7,L,10,N,FALSE,0,0,0,0.0625,0.9375,0,0,0,0,0
Winter,2024_02,CNM_6,CNM_6_E_1,L,0,Y,TRUE,0,0,0,0,0.625,0.375,0,0,0,0
Winter,2024_02,CNM_6,CNM_6_C_1,R,0,N,FALSE,0,0,0,0,0.75,0.25,0,0,0,0
Winter,2024_02,CNM_6,CNM_6_E_2,L,3,Y,TRUE,0,0,0,0,1,0,0,0,0,0
Winter,2024_02,CNM_6,CNM_6_C_2,R,3,N,FALSE,0,0,0,0,0.875,0.125,0,0,0,0
Winter,2024_02,CNM_6,CNM_6_E_3,R,4,Y,TRUE,0,0,0,0,0.9375,0.0625,0,0,0,0
Winter,2024_02,CNM_6,CNM_6_C_3,L,4,N,FALSE,0,0,0,0,1,0,0,0,0,0
Winter,2024_02,CNM_6,CNM_6_E_4,R,5,Y,TRUE,0,0,0,0,1,0,0,0,0,0
Winter,2024_02,CNM_6,CNM_6_C_4,L,5,N,FALSE,0,0,0,0,1,0,0,0,0,0
Winter,2024_02,CNM_6,CNM_6_E_5,L,7,Y,TRUE,0,0,0,0,0.9375,0.0625,0,0,0,0
Winter,2024_02,CNM_6,CNM_6_C_5,R,7,N,FALSE,0,0,0,0,0.9375,0,0.0625,0,0,0
Winter,2024_02,CNM_6,CNM_6_E_6,R,8,Y,TRUE,0,0,0,0,0.75,0.125,0,0.125,0,0
Winter,2024_02,CNM_6,CNM_6_C_6,L,8,N,FALSE,0,0.0625,0,0,0.9375,0,0,0,0,0
Winter,2024_02,CNM_6,CNM_6_E_7,R,10,Y,TRUE,0,0.125,0,0,0.3125,0.5625,0,0,0,0
Winter,2024_02,CNM_6,CNM_6_C_7,L,10,N,FALSE,0,0.0625,0,0,0.9375,0,0,0,0,0
Winter,2024_02,CNM_6,CNM_7_E_1,R,1,Y,TRUE,0,0,0,0.375,0.5,0.125,0,0,0,0
Winter,2024_02,CNM_7,CNM_7_C_1,L,1,N,FALSE,0,0,0,0.4375,0.5625,0,0,0,0,0
Winter,2024_02,CNM_7,CNM_7_E_2,R,2,Y,TRUE,0,0,0.25,0,0.75,0,0,0,0,0
Winter,2024_02,CNM_7,CNM_7_C_2,L,2,N,FALSE,0,0,0,0.625,0.375,0,0,0,0,0
Winter,2024_02,CNM_7,CNM_7_E_3,R,4,Y,TRUE,0,0,0,0.0625,0.9375,0,0,0,0,0
Winter,2024_02,CNM_7,CNM_7_C_3,L,4,N,FALSE,0,0,0,0,1,0,0,0,0,0
Spring,2024_06,CNM_1,CNM_1_E_1,R,0,Y,TRUE,0,0,0,0.1875,0.8125,0,0,0,0,0
Spring,2024_06,CNM_1,CNM_1_C_1,L,0,N,FALSE,0,0,0,0.25,0.75,0,0,0,0,0
Spring,2024_06,CNM_1,CNM_1_E_2,R,1,Y,TRUE,0,0,0,0.4375,0.5625,0,0,0,0,0
Spring,2024_06,CNM_1,CNM_1_C_2,L,1,N,FALSE,0,0,0,0.8125,0.1875,0,0,0,0,0
Spring,2024_06,CNM_1,CNM_1_E_3,L,2,Y,TRUE,D019,0,0,0.0625,0.9375,0,0,0,0,0
Spring,2024_06,CNM_1,CNM_1_C_3,R,2,N,FALSE,0,0,0,0.125,0.875,0,0,0,0,0
Spring,2024_06,CNM_1,CNM_1_E_4,R,4,Y,TRUE,0,0,0,0.25,0.75,0,0,0,0,0
Spring,2024_06,CNM_1,CNM_1_C_4,L,4,N,FALSE,0,0,0,0.4375,0.5625,0,0,0,0,0
Spring,2024_06,CNM_1,CNM_1_E_5,R,6,Y,TRUE,0,0,0,0.0625,0.9375,0,0,0,0,0
Spring,2024_06,CNM_1,CNM_1_C_5,L,6,N,FALSE,0,0,0,0.375,0.625,0,0,0,0,0
Spring,2024_06,CNM_1,CNM_1_E_6,R,8,Y,TRUE,D174,0,0,0.8125,0.1875,0,0,0,0,0
Spring,2024_06,CNM_1,CNM_1_C_6,L,8,N,FALSE,0,0,0,0.5625,0.4375,0,0,0,0,0
Spring,2024_06,CNM_1,CNM_1_E_7,R,10,Y,TRUE,D415,0,0,0.5,0.5,0,0,0,0,0
Spring,2024_06,CNM_1,CNM_1_C_7,L,10,N,FALSE,0,0,0,0.875,0.125,0,0,0,0,0
Spring,2024_06,CNM_2,CNM_2_E_1,R,0,Y,TRUE,0,0,0,0.375,0.625,0,0,0,0,0
Spring,2024_06,CNM_2,CNM_2_C_1,L,0,N,FALSE,0,0,0,0.1875,0.8125,0,0,0,0,0
Spring,2024_06,CNM_2,CNM_2_E_2,L,1,Y,TRUE,0,0,0,0.25,0.75,0,0,0,0,0
Spring,2024_06,CNM_2,CNM_2_C_2,R,1,N,FALSE,0,0,0,0.25,0.75,0,0,0,0,0
Spring,2024_06,CNM_2,CNM_2_E_3,R,2,Y,TRUE,0,0,0,0.0625,0.9375,0,0,0,0,0
Spring,2024_06,CNM_2,CNM_2_C_3,L,2,N,FALSE,0,0,0,0.1875,0.8125,0,0,0,0,0
Spring,2024_06,CNM_2,CNM_2_E_4,R,4,Y,TRUE,0,0,0,0.25,0.75,0,0,0,0,0
Spring,2024_06,CNM_2,CNM_2_C_4,L,4,N,FALSE,0,0,0,0.125,0.875,0,0,0,0,0
Spring,2024_06,CNM_2,CNM_2_E_5,R,5,Y,TRUE,D215,0,0,0.125,0.875,0,0,0,0,0
Spring,2024_06,CNM_2,CNM_2_C_5,L,5,N,FALSE,0,0,0,0.125,0.8125,0,0,0,0.0625,0
Spring,2024_06,CNM_2,CNM_2_E_6,L,6,Y,TRUE,D214,0,0,0.125,0.875,0,0,0,0,0
Spring,2024_06,CNM_2,CNM_2_C_6,R,6,N,FALSE,0,0,0,0.1875,0.8125,0,0,0,0,0
Spring,2024_06,CNM_2,CNM_2_E_7,L,10,Y,TRUE,0,0,0,0.375,0.625,0,0,0,0,0
Spring,2024_06,CNM_2,CNM_2_C_7,R,10,N,FALSE,0,0,0,0.25,0.75,0,0,0,0,0
Spring,2024_06,CNM_3,CNM_3_E_1,L,1,Y,TRUE,0,0,0,0,1,0,0,0,0,0
Spring,2024_06,CNM_3,CNM_3_C_1,R,1,N,FALSE,0,0,0,0.625,0.375,0,0,0,0,0
Spring,2024_06,CNM_3,CNM_3_E_2,R,2,Y,TRUE,D270,0,0,0.1875,0.8125,0,0,0,0,0
Spring,2024_06,CNM_3,CNM_3_C_2,L,2,N,FALSE,0,0,0,0.1875,0.8125,0,0,0,0,0
Spring,2024_06,CNM_3,CNM_3_E_3,L,3,Y,TRUE,D444,0,0,0,1,0,0,0,0,0
Spring,2024_06,CNM_3,CNM_3_C_3,R,3,N,FALSE,0,0,0,0.6875,0.3125,0,0,0,0,0
Spring,2024_06,CNM_3,CNM_3_E_4,L,5,Y,TRUE,D255,0,0,0.6875,0.3125,0,0,0,0,0
Spring,2024_06,CNM_3,CNM_3_C_4,R,5,N,FALSE,0,0,0,0.5,0.5,0,0,0,0,0
Spring,2024_06,CNM_3,CNM_3_E_5,L,7,Y,TRUE,0,0,0,0.3125,0.6875,0,0,0,0,0
Spring,2024_06,CNM_3,CNM_3_C_5,R,7,N,FALSE,0,0,0,0,1,0,0,0,0,0
Spring,2024_06,CNM_3,CNM_3_E_6,L,8,Y,TRUE,D259,0,0,0.625,0.375,0,0,0,0,0
Spring,2024_06,CNM_3,CNM_3_C_6,R,8,N,FALSE,0,0,0,0,1,0,0,0,0,0
Spring,2024_06,CNM_3,CNM_3_E_7,L,9,Y,TRUE,0,0,0,0.5,0.5,0,0,0,0,0
Spring,2024_06,CNM_3,CNM_3_C_7,R,9,Y,FALSE,0,0,0,0,1,0,0,0,0,0
Spring,2024_06,CNM_4,CNM_4_E_1,R,1,Y,TRUE,D397,0,0,0.1875,0.75,0,0,0,0.0625,0
Spring,2024_06,CNM_4,CNM_4_C_1,L,1,N,FALSE,0,0,0,0.75,0.25,0,0,0,0,0
Spring,2024_06,CNM_4,CNM_4_E_2,L,2,Y,TRUE,D448,0,0,0.3125,0.6875,0,0,0,0,0
Spring,2024_06,CNM_4,CNM_4_C_2,R,2,N,FALSE,0,0,0,0.3125,0.6875,0,0,0,0,0
Spring,2024_06,CNM_4,CNM_4_E_3,L,4,Y,TRUE,D484,0,0,0.0625,0.9375,0,0,0,0,0
Spring,2024_06,CNM_4,CNM_4_C_3,R,4,N,FALSE,0,0,0,0.625,0.375,0,0,0,0,0
Spring,2024_06,CNM_4,CNM_4_E_4,R,6,Y,TRUE,0,0,0,0,1,0,0,0,0,0
Spring,2024_06,CNM_4,CNM_4_C_4,L,6,N,FALSE,0,0,0,0.1875,0.8125,0,0,0,0,0
Spring,2024_06,CNM_4,CNM_4_E_5,L,7,Y,TRUE,D472,0,0,0.75,0.25,0,0,0,0,0
Spring,2024_06,CNM_4,CNM_4_C_5,R,7,N,FALSE,0,0,0,0.375,0.625,0,0,0,0,0
Spring,2024_06,CNM_4,CNM_4_E_6,R,8,Y,TRUE,D476,0,0,0.625,0.375,0,0,0,0,0
Spring,2024_06,CNM_4,CNM_4_C_6,L,8,N,FALSE,0,0,0,0.375,0.625,0,0,0,0,0
Spring,2024_06,CNM_4,CNM_4_E_7,L,10,Y,TRUE,0,0,0,0.1875,0.8125,0,0,0,0,0
Spring,2024_06,CNM_4,CNM_4_C_7,R,10,N,FALSE,0,0,0,0.625,0.375,0,0,0,0,0
Spring,2024_06,CNM_5,CNM_5_E_1,R,2,Y,TRUE,D388,0,0,0.375,0.625,0,0,0,0,0
Spring,2024_06,CNM_5,CNM_5_C_1,L,2,N,FALSE,0,0,0,0.125,0.875,0,0,0,0,0
Spring,2024_06,CNM_5,CNM_5_E_2,R,3,Y,TRUE,0,0,0,0.625,0.375,0,0,0,0,0
Spring,2024_06,CNM_5,CNM_5_C_2,L,3,N,FALSE,0,0,0,0.4375,0.5625,0,0,0,0,0
Spring,2024_06,CNM_5,CNM_5_E_3,R,4,Y,TRUE,0,0,0,0.4375,0.5625,0,0,0,0,0
